text,label,cleaned_text
"Being a huge fan of Conte d'ete ( http://www.imdb.com/title/tt0115940/ ) I was expecting to be wowed by another French beach romance with a lot of honesty, realism, and humor. Same director, same actress- what could go wrong? Unfortunately, Pauline a la plange is a huge disappointment. It's very slow and talkative which would be fine if the dialog conveyed insights into the characters, was meaningful, or original. But it comes across as a typical soap opera alternating between irrelevant pillow talk and jealous accusations. The only thing that saves this movie from being a complete disaster is a small amount of character development or at least ""character change"" with regards to Pauline. The source material is standard fare (sexual awakening during a beach vacation) but it could have been a decent film nevertheless if any of the characters were sufficiently interesting. Unfortunately that's not the case. Event though there are other shortcomings with Rohmer's season cycle, most of his later films are definitely leagues above this one.",0,being a huge fan of conte dete httpwwwimdbcomtitlett i was expecting to be wowed by another french beach romance with a lot of honesty realism and humor same director same actress what could go wrong unfortunately pauline a la plange is a huge disappointment its very slow and talkative which would be fine if the dialog conveyed insights into the characters was meaningful or original but it comes across as a typical soap opera alternating between irrelevant pillow talk and jealous accusations the only thing that saves this movie from being a complete disaster is a small amount of character development or at least character change with regards to pauline the source material is standard fare sexual awakening during a beach vacation but it could have been a decent film nevertheless if any of the characters were sufficiently interesting unfortunately thats not_the case event though there are other shortcomings with rohmers season cycle most of his later films are definitely leagues above this one
"I have seen some pretty bad movies, and this is right up there. No plot to speak of, it's like one of those bad coma episodes on a soap-opera. I just wanted to smack that little girl because, well lets just say, she's real suspicious all the way through the movie. The monsters running around wearing some bling was funny. I also saw a bit of ""Silent Hill"" in there. And I read that this was done by, and or stared a Finnish metal band, Lordi. So it's no wonder that it didn't make much sense. It seem to be a vehicle for promoting there band and nothing more. The FX are very good, the look of the movie, the monsters, and even the acting also good. But the story and the telling of it, just aren't there.",0,i have seen some pretty bad movies and this is right up there no plot to speak of its like one of those bad coma episodes on a soapopera i just wanted to smack that little girl because well lets just say shes real suspicious all the way through the movie the monsters running around wearing some bling was funny i also saw a bit of silent hill in there and i read that this was done by and or stared a finnish metal band lordi so its no wonder that it didnt make much sense it seem to be a vehicle for promoting there band and nothing more the fx are very good the look of the movie the monsters and even the acting also good but the story and the telling of it just arent there
"This movie is why I found this website. I couldn't find this movie anywhere else! I am so glad we found it here! We have seen it on TV before and wanted desperately to find it and buy and have several friends interested in buying it. One other poster commented that it is was boring, though I must say that it is NOT. Especially if you are a horse person, you will love this movie. The horses are awesome, well trained and the movie is well done. It is certainly one we will be purchasing for our home DVD library. We will be recommending it to our friends. The bond made between man and horse in this film was so inspiring and made you want to spend more time with your horses. This is certainly a movie that we will watch several times.",1,this movie is why i found this website i couldnt find this movie anywhere else i am so glad we found it here we have seen it on tv before and wanted desperately to find it and buy and have several friends interested in buying it one other poster commented that it is was boring though i must say that it is not especially if you are a horse person you will love this movie the horses are awesome well trained and the movie is well done it is certainly one we will be purchasing for our home dvd library we will be recommending it to our friends the bond made between man and horse in this film was so inspiring and made you want to spend more time with your horses this is certainly a movie that we will watch several times
"Long trailer? whoever said that has got to be joking. this has got to be one of the most in depth behind the scenes or making of documentary ever made. how can it be a trailer when several minutes are spent telling the audience how the movie was conceptualized and then brought to the studios? this documentary also spends lots and lots of time detailing how stunts were done and the new technologies created to achieve them. then it shows us how woo ping's team came up with the fight scenes along with blocking tapes that pretty much put to shame the actual scenes with the actors. there is stuff mentioned about matrix reloaded, but there's hardly anything really. if you are a real fan of the matrix, you have to see this documentary. the original documentary in the dvd is good, but incomplete compared to this one. for instance, it never explained why keanu wore a neck brace in the original documentary, but that is explained in Revisited. the Revisited dvd also shows carrie ann moss spraining her ankle during the lobby scene and being really distraught because she feels like she's letting the crew down. and that's just the tip of the iceberg. so ignore that ""just a long trailer"" review and go check it out for yourself. you won't regret it. casual matrix fans need not apply...",1,long trailer whoever said that has got to be joking this has got to be one of the most in depth behind the scenes or making of documentary ever made how can it be a trailer when several minutes are spent telling the audience how the movie was conceptualized and then brought to the studios this documentary also spends lots and lots of time detailing how stunts were done and the new technologies created to achieve them then it shows us how woo pings team came up with the fight scenes along with blocking tapes that pretty much put to shame the actual scenes with the actors there is stuff mentioned about matrix reloaded but theres hardly anything really if you are a real fan of the matrix you have to see this documentary the original documentary in the dvd is good but incomplete compared to this one for instance it never explained why keanu wore a neck brace in the original documentary but that is explained in revisited the revisited dvd also shows carrie ann moss spraining her ankle during the lobby scene and being really distraught because she feels like shes letting the crew down and thats just the tip of the iceberg so ignore that just a long trailer review and go check it out for yourself you wont regret it casual matrix fans need not_apply
"and anyone who watches this film will agree. This film was directed in the days when plot, character believability and theme actually mattered.<br /><br />Jean Peters, Widmark, and Thelma Ritter steal the spotlight. Ritter is in top form as informer ""Moe"" she survives in the Bowery section of NY, acting as a stool pigeon for NYC police.<br /><br />The only other film in which I have seen Peters is ""Niagara"", and she certainly proves her acting ability here, complete with Brooklyn accent. Widmark is appropriately menacing, as the anti-hero who must discern what the right thing is, despite his need for cash.<br /><br />The photography is brilliant. The neon, the subway station (though it looks cleaner than the real thing!) the harbor shack where Widmark lives as a transient. Excellent use is made of the city, with ""Lightning Louie"" in Chinatown; the many flavors and appetites of the city are addressed here; the political climate of the time is a haunting backdrop. 10/10.",1,and anyone who watches this film will agree this film was directed in the days when plot character believability and theme actually matteredjean peters widmark and thelma ritter steal the spotlight ritter is in top form as informer moe she survives in the bowery section of ny acting as a stool pigeon for nyc policethe only other film in which i have seen peters is niagara and she certainly proves her acting ability here complete with brooklyn accent widmark is appropriately menacing as the antihero who must discern what the right thing is despite his need for cashthe photography is brilliant the neon the subway station though it looks cleaner than the real thing the harbor shack where widmark lives as a transient excellent use is made of the city with lightning louie in chinatown the many flavors and appetites of the city are addressed here the political climate of the time is a haunting backdrop
"If you're in the mood to laugh at a truly bad movie (bad in the way only Ken Russell at his worst can be), you must try this one. It succeeds in making you feel like you just landed in a .25 porn-booth, and you can just about smell the urine on the floor. Kathleen Turner struts around in a blond wig, getting her kicks from ""pretending"" to be a two-bit hooker (she really has a good solid job in the clothing industry and has been hurt so badly by men that this is the only way she can connect), and Tony Perkins plays a hysterical ""priest"" who is out to maybe murderer her (yet another movie that ends with Tony Perkins in drag). Annie Potts shows up and is not allowed to provide an ounce of her usual wit, which is reason enough to hate this movie. The kinky will love the sex scenes, so rent the UNrated version in the RED box so you can see Turner give a cop a taste of his billy club (I had to pause the VCR until we stopped laughing).",0,if youre in the mood to laugh at a truly bad movie bad in the way only ken russell at his worst can be you must try this one it succeeds in making you feel like you just landed in a pornbooth and you can just about smell the urine on the floor kathleen turner struts around in a blond wig getting her kicks from pretending to be a twobit hooker she really has a good solid job in the clothing industry and has been hurt so badly by men that this is the only way she can connect and tony perkins plays a hysterical priest who is out to maybe murderer her yet another movie that ends with tony perkins in drag annie potts shows up and is not_allowed to provide an ounce of her usual wit which is reason enough to hate this movie the kinky will love the sex scenes so rent the unrated version in the red box so you can see turner give a cop a taste of his billy club i had to pause the vcr until we stopped laughing
"To make a film straddling the prequels and the ""real"" Star Wars trilogy would tax even a great film-maker....Mr Lucas is not that film-maker.<br /><br />To portray the fall of a good man into darkness needs a good actor...Mr Christensen is not that actor.<br /><br />The first 60-80 minutes are overwhelmingly boring with only a few pockets of yet more light sabre fights but there is a lack of edge because you already know which main characters survive to the original Star Wars.<br /><br />Count Dooku (Christopher Lee) has a very fleeting role here and about the best idea is to have Jar Jar Binks silent! <br /><br />No the film only picks up with the Chancellor turning on the Jedi and has one great (overlong) sequence at the lava falls",0,to make a film straddling the prequels and the real star wars trilogy would tax even a great filmmakermr lucas is not_that filmmakerto portray the fall of a good man into darkness needs a good actormr christensen is not_that actorthe first minutes are overwhelmingly boring with only a few pockets of yet more light sabre fights but there is a lack of edge because you already know which main characters survive to the original star warscount dooku christopher lee has a very fleeting role here and about the best idea is to have jar jar binks silent no the film only picks up with the chancellor turning on the jedi and has one great overlong sequence at the lava falls
"I tracked the trip two years ago on the internet - now I've seen the film!! What a ride! And what a trip to finally get to know Darius Weems! Such a courageous, wise, funny and talented spirit! And what a Crew! To listen to Darius laughing from being in the water at Panama City, to see his trepidation of being too close to alligators in Louisiana, the wonder in his eyes as he rode in a hot air balloon, the excitement of rafting through some rapids, the bet to eat a spoonful of wasabi, and the phone calls home, and as always - boys will be boys. This film needs to be seen by everyone - young and old alike. Darius and his mother are models of strength and courage. And the Crew members are testaments to the heart of the younger generation. They got Darius a new wheelchair; they documented accessibility problems; they took Darius on the trip of his life; and they touched many, many lives. By raising awareness of DMD and encouraging funding for research, this film will help accomplish the final goal of Darius Goes West - a cure for DMD.",1,i tracked the trip two years ago on the internet now ive seen the film what a ride and what a trip to finally get to know darius weems such a courageous wise funny and talented spirit and what a crew to listen to darius laughing from being in the water at panama city to see his trepidation of being too close to alligators in louisiana the wonder in his eyes as he rode in a hot air balloon the excitement of rafting through some rapids the bet to eat a spoonful of wasabi and the phone calls home and as always boys will be boys this film needs to be seen by everyone young and old alike darius and his mother are models of strength and courage and the crew members are testaments to the heart of the younger generation they got darius a new wheelchair they documented accessibility problems they took darius on the trip of his life and they touched many many lives by raising awareness of dmd and encouraging funding for research this film will help accomplish the final goal of darius goes west a cure for dmd
"The entire movie, an artful adaptation of one of Joyce's ""Dubliners"" stories, takes place on the night of January 6 (Epiphany), 1906. Most of the film takes place at an annual party given by three spinsters (two sisters and their niece), where a group of upper-class Dubliners gather for an evening of music, recitations and dinner. While there is very little plot per se, the interaction and conversation among the group reveals much about Dublin in the early 20th century when the stirrings for independence were just beginning. The cast, all talented Irish stage actors with the exception of Anjelica Huston, are universally wonderful, and one actually feels he is a guest at the gathering himself. The poignant final scene, between Ms. Huston and the amazing Donal McCann, reveals much about the marriage of the characters. There is poignancy mixed with humor and insight, and for those who like quiet, thoughtful movies, ""The Dead"" is highly recommended. My wife is from Dublin, we make a ritual of watching this wonderful movie every January 6th. After many viewings it never fails to move me, and each time I glean something that I've missed before.",1,the entire movie an artful adaptation of one of joyces dubliners stories takes place on the night of january epiphany most of the film takes place at an annual party given by three spinsters two sisters and their niece where a group of upperclass dubliners gather for an evening of music recitations and dinner while there is very little plot per se the interaction and conversation among the group reveals much about dublin in the early th century when the stirrings for independence were just beginning the cast all talented irish stage actors with the exception of anjelica huston are universally wonderful and one actually feels he is a guest at the gathering himself the poignant final scene between ms huston and the amazing donal mccann reveals much about the marriage of the characters there is poignancy mixed with humor and insight and for those who like quiet thoughtful movies the dead is highly recommended my wife is from dublin we make a ritual of watching this wonderful movie every january th after many viewings it never fails to move me and each time i glean something that ive missed before
"I felt drawn into the world of the manipulation of mind and will at the heart of the story. The acting by Nolte, Lee, Arkin and the supporting cast was superb. The strange twists in the Vonnegut story are made stranger by odd details.",1,i felt drawn into the world of the manipulation of mind and will at the heart of the story the acting by nolte lee arkin and the supporting cast was superb the strange twists in the vonnegut story are made stranger by odd details
"My wife and I watch a film every night with no distractions, and mostly artsy films that require thought. I have tons of patience for films that are slow to blossom. My wife has double the attention span that I do. All that being said-- this film is just plain empty and BORING! It went nowhere. Never blossomed. It started fairly strong with a promising plot...then she bakes cookies...goes to Spain....she sulks, she stares....the credits roll. Uneven, full of holes, false starts & dead ends. We FF'd through several extended sequences of her just staring off into space. Artificial depth was implied when she played with the mud and cried. Zzzz...... It's like a beautifully shot chick-flick that's pretending to be deep or artsy. You never get to know nor understand Morvern at all. About halfway through you just don't care anymore. We just wanted to see at least one of the plot lines develop. Don't waste your time on this. I'm shocked it scores so high.",0,my wife and i watch a film every night with no distractions and mostly artsy films that require thought i have tons of patience for films that are slow to blossom my wife has double the attention span that i do all that being said this film is just plain empty and boring it went nowhere never blossomed it started fairly strong with a promising plotthen she bakes cookiesgoes to spainshe sulks she staresthe credits roll uneven full of holes false starts dead ends we ffd through several extended sequences of her just staring off into space artificial depth was implied when she played with the mud and cried zzzz its like a beautifully shot chickflick thats pretending to be deep or artsy you never get to know nor understand morvern at all about halfway through you just dont care anymore we just wanted to see at least one of the plot lines develop dont waste your time on this im shocked it scores so high
